UUIDofRun;Timestamp;Computer(name);ProgramFolder(path);Algorithm(name);Queues(num);SchedulingStrategy(name);Experiment(name);Network(name);Nodes(num);Links(num);X(Gbps);Distribution(name);TotalCapacityProcessed(Gbps);PowerIPRouters(kWatt);PowerWDMTransponders(kWatt);PowerEDFAs(kWatt);PowerTotal(kWatt);ProcessTime(sec);TotalLightpaths(num);ReusedLightpaths(num);ReusedLightpaths(%);AverageLightpathReuses(num);AverageWavelengthsUtilisation(%);AverageFiberLinksUtilisation(%);TrReq_AvgLat_AllQs_AnyTypeRoutingOverVT(microsec);TrReq_MinLat_AllQs_AnyTypeRoutingOverVT(microsec);TrReq_MaxLat_AllQs_AnyTypeRoutingOverVT(microsec);TrReq_AvgLat_AllQs_NewVLRoutingOverVT(microsec);TrReq_MinLat_AllQs_NewVLRoutingOverVT(microsec);TrReq_MaxLat_AllQs_NewVLRoutingOverVT(microsec);TrReq_AvgLat_AllQs_GrmOverVT(microsec);TrReq_MinLat_AllQs_GrmOverVT(microsec);TrReq_MaxLat_AllQs_GrmOverVT(microsec);TrReq_AvgLat_Q(HP)_AnyTypeRoutingOverVT(microsec);TrReq_MinLat_Q(HP)_AnyTypeRoutingOverVT(microsec);TrReq_MaxLat_Q(HP)_AnyTypeRoutingOverVT(microsec);TrReq_AvgLat_Q(HP)_NewVLRoutingOverVT(microsec);TrReq_MinLat_Q(HP)_NewVLRoutingOverVT(microsec);TrReq_MaxLat_Q(HP)_NewVLRoutingOverVT(microsec);TrReq_AvgLat_Q(HP)_GrmOverVT(microsec);TrReq_MinLat_Q(HP)_GrmOverVT(microsec);TrReq_MaxLat_Q(HP)_GrmOverVT(microsec);TrReq_AvgLat_Q(LP)_AnyTypeRoutingOverVT(microsec);TrReq_MinLat_Q(LP)_AnyTypeRoutingOverVT(microsec);TrReq_MaxLat_Q(LP)_AnyTypeRoutingOverVT(microsec);TrReq_AvgLat_Q(LP)_NewVLRoutingOverVT(microsec);TrReq_MinLat_Q(LP)_NewVLRoutingOverVT(microsec);TrReq_MaxLat_Q(LP)_NewVLRoutingOverVT(microsec);TrReq_AvgLat_Q(LP)_GrmOverVT(microsec);TrReq_MinLat_Q(LP)_GrmOverVT(microsec);TrReq_MaxLat_Q(LP)_GrmOverVT(microsec);Limitations;MaxFibersPerLink(num);MaxWavelengthsPerFiber(num);MaxGbpsPerWavelength(Gbps);Latency_Router_port(microsec);Latency_Transponder(microsec);Traffic_QueueHP(%);Traffic_QueueLP(%);PassLPs(VLs)(num);BlockedLPs(VLs)(num);PassLPs(VLs)(%);BlockedLPs(VLs)(%);PassTRs(num);BlockedTRs(num);PassTRs(%);BlockedTRs(%);AverageLatencyOfTrafficRequestsNewFormula(microsec);Node_Revisits(boolean);Paths_With_Revisits_Which_Routed_Directly(num);LightpathsCheckedForHardLatencyCap(num);LightpathsBlockedByHardLatencyCapOn_Q_HP(num);LightpathsBlockedByHardLatencyCapOn_Q_LP(num);LatenciesForAllTrafficRequestsOLDformula(list);LatenciesForAllTrafficRequestsNEWformula(list);
b97d4214-2a83-4731-a8e2-01ddcc1ec724;y2025_m11_d01_h21_m14_s15_u558374;Desktop;C:\simNoRevisits;HybridBypass;2;Hybrid2Q;testRevisits;Shen_Tucker_b_N14L21;14;21;40;Uniform;7481.426;456.0;47.815;11.744;515.559;22.885;264;197;74.6;1.102;87.5;65.4;7290.865;1190.400;37180.900;5517.392;1190.400;10623.400;11972.835;1250.400;37180.900;5502.551;1190.400;10623.400;5502.551;1190.400;10623.400;Empty;Empty;Empty;9079.180;1190.400;37180.900;5550.333;1190.400;10623.400;11972.835;1250.400;37180.900;NoBlocking;-1;16;40;30.0;100.0;0.5;0.5;264;0;100.0;0.0;364;0;100.0;0.0;7265.508;Allowed;0;264;Empty;Empty;[1220.4,1220.4,1220.4,1220.4,1280.4,1280.4,1280.4,1400.5,1400.5,1400.5,1420.5,1420.5,1420.5,1460.5,1460.5,1460.5,1520.5,1520.5,1520.5,1620.5,1620.5,1780.6,1780.6,1780.6,1780.6,1920.6,1920.6,1920.6,2060.6,2060.6,2060.6,2200.7,2200.7,2200.7,2240.7,2240.7,2240.7,2500.8,2500.8,2500.8,2840.8,2840.8,2840.8,2840.9,2840.9,2921.0,2921.0,2921.0,3021.0,3021.0,3021.0,3141.0,3141.0,3141.0,3141.0,3181.1,3181.1,3181.1,3181.1,3201.1,3201.1,3201.1,3201.1,3241.1,3241.1,3241.1,3481.0,3481.0,3481.0,3481.0,3501.0,3501.0,3501.0,3501.0,3581.0,3581.0,3581.0,3661.2,3661.2,3661.2,3681.0,3681.0,3681.0,3681.0,3761.2,3761.2,3761.2,3921.1,3921.1,3921.1,3921.1,4121.2,4121.2,4121.2,4121.2,4121.3,4121.3,4121.3,4121.3,4241.4,4241.4,4301.3,4301.3,4301.3,4321.5,4361.4,4361.4,4501.2,4501.2,4501.2,4501.2,4641.6,4641.6,4641.6,4641.6,4781.4,4781.4,4781.4,4801.6,4801.6,4801.6,4801.6,5041.5,5041.5,5041.5,5041.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5341.4,5341.4,5341.4,5341.6,5341.6,5381.7,5381.7,5381.7,5381.7,5401.6,5401.6,5401.6,5421.6,5421.6,5421.6,5441.8,5501.6,5501.6,5501.6,5521.8,5521.8,5521.8,5641.8,5641.8,5641.8,5721.6,5721.6,5721.6,5781.6,5781.6,5781.6,5861.6,5861.6,5861.6,5861.6,5921.7,5921.7,5921.7,5921.7,5961.7,6001.8,6001.8,6001.8,6022.0,6022.0,6022.0,6321.9,6321.9,6321.9,6321.9,6421.9,6421.9,6421.9,6602.0,6602.0,6602.0,6602.0,6602.1,6602.1,6602.1,6602.1,6622.1,6702.0,6702.0,6702.0,6702.0,6761.9,6761.9,6761.9,6761.9,6861.9,6861.9,6861.9,6962.1,6962.1,6962.1,7262.0,7262.0,7262.1,7262.1,7262.1,7302.4,7302.4,7342.2,7342.2,7342.2,7422.1,7422.1,7422.1,7542.3,7542.3,7542.3,7582.1,7582.1,7582.1,7622.3,7622.3,7622.3,7622.3,7642.2,7642.2,7642.2,7882.5,7882.5,7882.5,7882.5,7922.4,7922.4,7922.4,7982.3,7982.3,7982.3,8262.4,8262.4,8262.4,8362.6,8362.6,8362.6,8362.6,8482.6,8482.6,8482.6,8582.8,8622.4,8622.4,8622.4,8782.6,8782.6,8782.6,8782.6,8802.5,8962.6,8962.6,8962.6,8962.6,9002.6,9002.6,9002.6,9022.4,9022.4,9022.4,9022.8,9022.8,9022.8,9022.8,9062.7,9062.7,9062.7,9102.7,9102.7,9102.7,9142.8,9162.8,9282.6,9282.6,9282.6,9502.7,9502.7,9502.7,9642.7,9642.7,9642.7,9702.7,10143.2,10143.2,10143.2,10143.2,10403.0,10443.1,10723.3,10723.3,10723.3,10803.4,10803.4,10803.4,10803.4,10823.1,11023.2,11063.4,11083.3,11083.6,11123.2,11383.5,11383.6,11383.6,11803.5,11803.5,12103.5,12443.8,12443.8,12683.7,12783.9,12924.0,13043.9,13084.0,13263.9,13304.1,13324.3,13324.4,13624.1,13824.1,13884.2,14884.4,14904.3,15104.5,15624.4,16305.0,16844.8,16845.4,16905.1,17004.7,17064.9,18065.8,18325.5,18745.4,19205.9,19465.6,19625.6,20066.2,20366.0,20886.3,21446.1,23046.9,23346.7,23407.2,25287.6,26888.1,27947.7,29448.7,35590.1,37630.9,];[1380.4,1380.4,1380.4,1380.4,1440.4,1440.4,1440.4,1560.5,1560.5,1560.5,1580.5,1580.5,1580.5,1620.5,1620.5,1620.5,1680.5,1680.5,1680.5,1780.5,1780.5,1940.6,1940.6,1940.6,1940.6,2080.6,2080.6,2080.6,2220.6,2220.6,2220.6,2360.7,2360.7,2360.7,2400.7,2400.7,2400.7,2500.8,2500.8,2500.8,2840.9,2840.9,2921.0,2921.0,2921.0,3000.8,3000.8,3000.8,3021.0,3021.0,3021.0,3141.0,3141.0,3141.0,3141.0,3181.1,3181.1,3181.1,3181.1,3201.1,3201.1,3201.1,3201.1,3241.1,3241.1,3241.1,3641.0,3641.0,3641.0,3641.0,3661.0,3661.0,3661.0,3661.0,3661.2,3661.2,3661.2,3741.0,3741.0,3741.0,3761.2,3761.2,3761.2,3841.0,3841.0,3841.0,3841.0,3961.3,3961.3,3961.3,3961.3,4081.1,4081.1,4081.1,4081.1,4081.4,4081.4,4121.2,4121.2,4121.2,4121.2,4201.4,4201.4,4301.3,4301.3,4301.3,4421.5,4481.6,4481.6,4481.6,4481.6,4641.6,4641.6,4641.6,4641.6,4661.2,4661.2,4661.2,4661.2,4781.4,4781.4,4781.4,5041.5,5041.5,5041.5,5041.5,5181.6,5181.6,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.8,5201.8,5201.8,5221.7,5221.7,5221.7,5221.7,5321.8,5321.8,5321.8,5401.6,5401.6,5401.6,5421.6,5421.6,5421.6,5501.4,5501.4,5501.4,5501.6,5501.6,5501.6,5541.8,5702.0,5702.0,5721.6,5721.6,5721.6,5781.6,5781.6,5781.6,5841.8,5841.8,5841.8,5921.7,5921.7,5921.7,5921.7,5962.0,6021.6,6021.6,6021.6,6021.6,6161.9,6161.9,6161.9,6161.9,6221.7,6261.9,6261.9,6261.9,6282.1,6282.1,6282.1,6282.1,6402.1,6442.0,6442.0,6442.0,6442.0,6542.0,6542.0,6542.0,6642.1,6642.1,6642.1,6761.9,6761.9,6761.9,6802.0,6822.4,6822.4,6861.9,6861.9,6861.9,7021.9,7182.2,7182.2,7222.3,7222.3,7222.3,7262.0,7262.0,7262.1,7262.1,7262.1,7302.3,7302.3,7302.3,7402.5,7402.5,7402.5,7402.5,7422.1,7422.1,7422.1,7442.2,7562.3,7582.1,7582.1,7582.1,7602.4,7602.4,7602.4,7642.2,7642.2,7642.2,7822.3,7822.3,7822.3,7882.6,7882.6,7882.6,7882.6,8002.6,8002.6,8002.6,8102.4,8102.4,8102.4,8362.8,8462.4,8462.4,8462.4,8542.8,8542.8,8542.8,8542.8,8622.6,8622.6,8622.6,8622.6,8802.6,8802.6,8802.6,8802.6,8842.6,8842.6,8842.6,8902.5,8902.7,8902.7,8902.7,8922.8,8942.7,8942.7,8942.7,8942.8,9022.4,9022.4,9022.4,9122.6,9122.6,9122.6,9342.7,9342.7,9342.7,9482.7,9482.7,9482.7,9503.2,9503.2,9503.2,9763.2,9802.7,10083.3,10083.3,10083.3,10163.4,10163.4,10163.4,10163.4,10223.1,10343.0,10543.6,10683.4,10703.3,10763.1,10843.6,10843.6,10963.2,11003.5,11063.2,11583.5,11583.5,11883.5,12223.8,12243.9,12384.0,12544.0,12623.7,12624.3,12724.4,12743.8,12764.1,13043.9,13084.1,13183.9,13344.2,13864.1,14724.5,14764.4,15044.3,15404.4,15865.0,16085.4,16205.1,16564.8,17044.7,17204.9,17405.8,18025.9,18045.5,18365.4,19185.6,19466.2,19605.6,20126.3,20186.0,21266.1,22706.9,23006.7,23007.2,24467.6,25648.1,27507.7,28368.7,35030.1,36590.9,];
220dc4cf-f273-4840-b78a-a5bb8a775220;y2025_m11_d01_h21_m14_s49_u584952;Desktop;C:\simNoRevisits;HybridBypass;2;Hybrid2Q;testRevisits;Shen_Tucker_b_N14L21;14;21;40;Uniform;7481.426;474.0;49.786;11.488;535.274;23.026;282;115;40.8;1.052;73.6;56.5;5959.969;1190.400;19165.400;5382.765;1190.400;10623.400;7944.987;1250.400;19165.400;5502.551;1190.400;10623.400;5502.551;1190.400;10623.400;Empty;Empty;Empty;6417.387;1190.400;19165.400;5164.756;1190.400;10623.400;7944.987;1250.400;19165.400;NoBlocking;-1;16;40;30.0;100.0;0.5;0.5;282;0;100.0;0.0;364;0;100.0;0.0;5956.755;Not_Allowed;57;282;Empty;Empty;[1220.4,1220.4,1220.4,1220.4,1280.4,1280.4,1280.4,1280.4,1400.5,1400.5,1400.5,1400.5,1420.5,1420.5,1420.5,1420.5,1460.5,1460.5,1460.5,1460.5,1520.5,1520.5,1520.5,1520.5,1620.5,1620.5,1620.5,1620.5,1780.6,1780.6,1780.6,1780.6,1920.6,1920.6,1920.6,2060.6,2060.6,2060.6,2060.6,2200.7,2200.7,2200.7,2200.7,2240.7,2240.7,2240.7,2240.7,2500.8,2500.8,2500.8,2500.8,2840.8,2840.8,2840.8,2840.8,2840.9,2840.9,2840.9,2921.0,2921.0,2921.0,3021.0,3021.0,3021.0,3021.0,3141.0,3141.0,3141.0,3141.0,3181.1,3181.1,3181.1,3181.1,3201.1,3201.1,3201.1,3201.1,3241.1,3241.1,3241.1,3241.1,3481.0,3481.0,3481.0,3481.0,3501.0,3501.0,3501.0,3501.0,3581.0,3581.0,3581.0,3661.2,3661.2,3661.2,3661.2,3681.0,3681.0,3681.0,3681.0,3761.2,3761.2,3761.2,3761.2,3921.1,3921.1,3921.1,3921.1,4121.2,4121.2,4121.2,4121.2,4121.3,4121.3,4121.3,4121.3,4241.4,4241.4,4241.4,4301.3,4301.3,4301.3,4361.4,4361.4,4361.4,4501.2,4501.2,4501.2,4501.2,4641.6,4641.6,4641.6,4641.6,4781.4,4781.4,4781.4,4781.4,4801.6,4801.6,4801.6,4801.6,5041.5,5041.5,5041.5,5041.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5341.4,5341.4,5341.4,5341.4,5341.6,5341.6,5341.6,5341.6,5381.7,5381.7,5381.7,5381.7,5401.6,5401.6,5401.6,5401.6,5421.6,5421.6,5441.8,5501.6,5501.6,5501.6,5521.8,5521.8,5521.8,5521.8,5641.8,5641.8,5641.8,5721.6,5721.6,5721.6,5721.6,5781.6,5781.6,5781.6,5861.6,5861.6,5861.6,5861.6,5921.7,5921.7,5921.7,5921.7,6001.8,6001.8,6001.8,6022.0,6022.0,6022.0,6022.0,6321.9,6321.9,6321.9,6321.9,6421.9,6421.9,6421.9,6421.9,6602.0,6602.0,6602.0,6602.1,6602.1,6602.1,6602.1,6702.0,6702.0,6702.0,6702.0,6761.9,6761.9,6761.9,6761.9,6861.9,6861.9,6861.9,6861.9,6962.1,6962.1,6962.1,6962.1,7262.0,7262.0,7262.1,7262.1,7262.1,7262.1,7302.4,7302.4,7302.4,7342.2,7342.2,7342.2,7342.2,7422.1,7422.1,7422.1,7422.1,7542.3,7542.3,7542.3,7542.3,7582.1,7582.1,7582.1,7582.1,7622.3,7622.3,7622.3,7642.2,7642.2,7642.2,7882.5,7882.5,7882.5,7882.5,7922.4,7922.4,7922.4,7922.4,7982.3,7982.3,7982.3,7982.3,8262.4,8262.4,8262.4,8262.4,8362.6,8362.6,8362.6,8362.6,8482.6,8482.6,8482.6,8622.4,8622.4,8622.4,8622.4,8782.6,8782.6,8782.6,8862.6,8962.6,8962.6,8962.6,8962.6,9002.6,9002.6,9002.6,9002.6,9022.4,9022.4,9022.4,9022.8,9022.8,9022.8,9022.8,9062.7,9062.7,9062.7,9102.7,9102.7,9102.7,9102.7,9142.8,9282.6,9282.6,9282.6,9282.6,9303.0,9502.7,9502.7,9502.7,9642.7,9642.7,9642.7,9642.7,10143.2,10143.2,10143.2,10143.2,10723.3,10723.3,10723.3,10763.0,10803.4,10803.4,10803.4,10803.4,10983.2,11063.1,11223.4,11383.5,11803.5,12924.0,13563.9,13804.4,13884.2,13924.2,14144.2,14244.1,14484.2,14504.2,14884.4,15104.5,16005.1,16305.0,18745.4,19345.4,];[1380.4,1380.4,1380.4,1380.4,1440.4,1440.4,1440.4,1440.4,1560.5,1560.5,1560.5,1560.5,1580.5,1580.5,1580.5,1580.5,1620.5,1620.5,1620.5,1620.5,1680.5,1680.5,1680.5,1680.5,1780.5,1780.5,1780.5,1780.5,1940.6,1940.6,1940.6,1940.6,2080.6,2080.6,2080.6,2220.6,2220.6,2220.6,2220.6,2360.7,2360.7,2360.7,2360.7,2400.7,2400.7,2400.7,2400.7,2500.8,2500.8,2500.8,2500.8,2840.9,2840.9,2840.9,2921.0,2921.0,2921.0,3000.8,3000.8,3000.8,3000.8,3021.0,3021.0,3021.0,3141.0,3141.0,3141.0,3141.0,3181.1,3181.1,3181.1,3181.1,3201.1,3201.1,3201.1,3201.1,3241.1,3241.1,3241.1,3241.1,3281.0,3641.0,3641.0,3641.0,3641.0,3661.0,3661.0,3661.0,3661.0,3661.2,3661.2,3661.2,3661.2,3741.0,3741.0,3741.0,3761.2,3761.2,3761.2,3761.2,3841.0,3841.0,3841.0,3841.0,3961.3,3961.3,3961.3,3961.3,4081.1,4081.1,4081.1,4081.1,4081.4,4081.4,4081.4,4121.2,4121.2,4121.2,4121.2,4201.4,4201.4,4201.4,4301.3,4301.3,4301.3,4481.6,4481.6,4481.6,4481.6,4641.6,4641.6,4641.6,4661.2,4661.2,4661.2,4661.2,4781.4,4781.4,4781.4,4781.4,4901.6,5041.5,5041.5,5041.5,5041.5,5181.6,5181.6,5181.6,5181.6,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.5,5201.8,5201.8,5201.8,5201.8,5221.7,5221.7,5221.7,5221.7,5321.8,5321.8,5401.6,5401.6,5401.6,5401.6,5421.6,5421.6,5501.4,5501.4,5501.4,5501.4,5501.6,5501.6,5501.6,5541.8,5581.8,5702.0,5702.0,5702.0,5721.6,5721.6,5721.6,5721.6,5781.6,5781.6,5781.6,5841.8,5841.8,5841.8,5921.7,5921.7,5921.7,5921.7,5962.0,6021.6,6021.6,6021.6,6021.6,6161.9,6161.9,6161.9,6161.9,6261.9,6261.9,6261.9,6261.9,6282.1,6282.1,6282.1,6282.1,6442.0,6442.0,6442.0,6542.0,6542.0,6542.0,6542.0,6642.1,6642.1,6642.1,6642.1,6761.9,6761.9,6761.9,6761.9,6822.4,6822.4,6822.4,6861.9,6861.9,6861.9,6861.9,7182.2,7182.2,7182.2,7222.3,7222.3,7222.3,7222.3,7262.0,7262.0,7262.1,7262.1,7262.1,7262.1,7302.3,7302.3,7302.3,7402.5,7402.5,7402.5,7402.5,7422.1,7422.1,7422.1,7422.1,7442.2,7582.1,7582.1,7582.1,7582.1,7602.4,7602.4,7602.4,7602.4,7642.2,7642.2,7642.2,7822.3,7822.3,7822.3,7822.3,7882.6,7882.6,7882.6,7882.6,8002.6,8002.6,8002.6,8102.4,8102.4,8102.4,8102.4,8462.4,8462.4,8462.4,8462.4,8542.8,8542.8,8542.8,8542.8,8622.6,8622.6,8622.6,8802.6,8802.6,8802.6,8802.6,8802.6,8842.6,8842.6,8842.6,8842.6,8902.7,8902.7,8902.7,8922.8,8923.0,8942.7,8942.7,8942.7,8942.7,9022.4,9022.4,9022.4,9122.6,9122.6,9122.6,9342.7,9342.7,9342.7,9382.6,9482.7,9482.7,9482.7,9482.7,9503.2,9503.2,9503.2,9763.2,10083.3,10083.3,10083.3,10163.4,10163.4,10163.4,10163.4,10863.0,11003.4,11003.5,11023.2,11163.1,11583.5,12384.0,13104.4,13343.9,13344.2,13544.2,13924.2,14104.2,14284.1,14544.2,14724.5,14764.4,15405.1,15865.0,18365.4,19225.4,];
